Gene family,Product name,Class,Subclass
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-52,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-53,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-54,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-55,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-56,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-58,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-59,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-5,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-60,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-61,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-62,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-63,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-64,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-65,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-66,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-67,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-68,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-69,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-6,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-70,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-71,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-72,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-73,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-74,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-75,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-76,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-77,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-78,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-79,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-7,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-80,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-81,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-82,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-83,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-84,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-85,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-86,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-87,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-88,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-89,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-8,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-90,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-91,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-92,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-93,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-94,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-95,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-96,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-97,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-98,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-99,BETA-LACTAM,CEPHALOSPORIN
blaCTX-M,extended-spectrum class A beta-lactamase CTX-M-9,BETA-LACTAM,CEPHALOSPORIN
blaCVI,subclass B2 metallo-beta-lactamase CVI-1,BETA-LACTAM,CARBAPENEM
blaDES,extended-spectrum class A beta-lactamase DES-1,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-10,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-12,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-13,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-14,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-15,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-16,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-17,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-18,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-19,BETA-LACTAM,CEPHALOSPORIN
blaDHA,extended-spectrum class C beta-lactamase DHA-1,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-20,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-21,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-22,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-23,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-24,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-25,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-26,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-27,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-28,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-29,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-2,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-30,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-31,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-32,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-33,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-34,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-35,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-36,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-37,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-3,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-4,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-5,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-6,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-7,BETA-LACTAM,CEPHALOSPORIN
blaDHA,class C beta-lactamase DHA-9,BETA-LACTAM,CEPHALOSPORIN
blaDHT2,subclass B3 metallo-beta-lactamase DHT2-1,BETA-LACTAM,CARBAPENEM
blaDIM,subclass B1 metallo-beta-lactamase DIM-1,BETA-LACTAM,CARBAPENEM
blaDYB,subclass B1 metallo-beta-lactamase DYB-1,BETA-LACTAM,CARBAPENEM
blaEAM,subclass B3 metallo-beta-lactamase EAM-1,BETA-LACTAM,CARBAPENEM
blaEBR,subclass B1 metallo-beta-lactamase EBR-1,BETA-LACTAM,CARBAPENEM
blaEBR,subclass B1 metallo-beta-lactamase EBR-2,BETA-LACTAM,CARBAPENEM
blaEBR,subclass B1 metallo-beta-lactamase EBR-3,BETA-LACTAM,CARBAPENEM
blaEBR,subclass B1 metallo-beta-lactamase EBR-4,BETA-LACTAM,CARBAPENEM
blaEBR,subclass B1 metallo-beta-lactamase EBR-5,BETA-LACTAM,CARBAPENEM
blaEC,extended-spectrum class C beta-lactamase EC-13,BETA-LACTAM,CEPHALOSPORIN
blaEC,extended-spectrum class C beta-lactamase EC-14,BETA-LACTAM,CEPHALOSPORIN
blaEC,extended-spectrum class C beta-lactamase EC-15,BETA-LACTAM,CEPHALOSPORIN
blaEC,extended-spectrum class C beta-lactamase EC-16,BETA-LACTAM,CEPHALOSPORIN
blaEC,extended-spectrum class C beta-lactamase EC-18,BETA-LACTAM,CEPHALOSPORIN
blaEC,extended-spectrum class C beta-lactamase EC-19,BETA-LACTAM,CEPHALOSPORIN
blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-5,BETA-LACTAM,CEPHALOSPORIN
blaEC,cephalosporin-hydrolyzing class C beta-lactamase EC-8,BETA-LACTAM,CEPHALOSPORIN
blaECM,subclass B3 metallo-beta-lactamase ECM-1,BETA-LACTAM,CARBAPENEM
blaECV,subclass B1 metallo-beta-lactamase ECV-1,BETA-LACTAM,CARBAPENEM
blaEFM,subclass B3 metallo-beta-lactamase EFM-1,BETA-LACTAM,CARBAPENEM
blaELC,class C beta-lactamase ELC-1,BETA-LACTAM,CEPHALOSPORIN
blaELC,class C beta-lactamase ELC-2,BETA-LACTAM,CEPHALOSPORIN
blaELM,subclass B3 metallo-beta-lactamase ELM-1,BETA-LACTAM,CARBAPENEM
blaERP,extended-spectrum class A beta-lactamase ERP-1,BETA-LACTAM,CEPHALOSPORIN
blaESP,subclass B3 metallo-beta-lactamase ESP-1,BETA-LACTAM,CARBAPENEM
blaEVM,subclass B3 metallo-beta-lactamase EVM-1,BETA-LACTAM,CARBAPENEM
blaFAR,extended-spectrum class A beta-lactamase FAR-1,BETA-LACTAM,BETA-LACTAM
blaFEZ,subclass B3 metallo-beta-lactamase FEZ-1,BETA-LACTAM,CARBAPENEM
blaFIA,subclass B1 metallo-beta-lactamase FIA-1,BETA-LACTAM,CARBAPENEM
blaFIM,subclass B1 metallo-beta-lactamase FIM-1,BETA-LACTAM,CARBAPENEM
blaFRI,FRI family carbapenem-hydrolyzing class A beta-lactamase FLC-1,BETA-LACTAM,CARBAPENEM
blaFONA,class A beta-lactamase FONA-10,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-11,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-12,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-13,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-1,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-2,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-3,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-4,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-5,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-6,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-7,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-8,BETA-LACTAM,BETA-LACTAM
blaFONA,class A beta-lactamase FONA-9,BETA-LACTAM,BETA-LACTAM
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-10,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-12,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-13,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-14,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-15,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-16,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-17,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-18,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-19,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-1,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-20,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-21,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-23,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-2,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-3,BETA-LACTAM,CEPHALOSPORIN
blaFOX,inhbitor-resistant cephalosporin-hydrolyzing class C beta-lactamase FOX-4,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-5,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-7,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-8,BETA-LACTAM,CEPHALOSPORIN
blaFOX,cephalosporin-hydrolyzing class C beta-lactamase FOX-9,BETA-LACTAM,CEPHALOSPORIN
blaFPH,carbapenem-hydrolyzing class A beta-lactamase FPH-1,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-10,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-11,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-12,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-1,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-2,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-3,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-4,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-5,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-6,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-7,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-8,BETA-LACTAM,CARBAPENEM
blaFRI,carbapenem-hydrolyzing class A beta-lactamase FRI-9,BETA-LACTAM,CARBAPENEM
blaFTU,class A beta-lactamase FTU-1,BETA-LACTAM,BETA-LACTAM
blaGES,extended-spectrum class A beta-lactamase GES-10,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-11,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-12,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-13,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-14,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-15,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-16,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-17,BETA-LACTAM,CEPHALOSPORIN
blaGES,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-18,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-19,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-1,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-20,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-21,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-22,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-23,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-24,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-25,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-26,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-27,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-28,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-29,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-2,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-30,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-31,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-32,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-33,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-34,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-35,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-36,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-37,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-38,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-39,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-3,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-40,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-41,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-42,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-43,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-44,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-45,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-46,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-47,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-48,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-49,BETA-LACTAM,CARBAPENEM
blaGES,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-4,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-50,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-51,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-52,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-53,BETA-LACTAM,CARBAPENEM
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-54,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-55,BETA-LACTAM,AVIBACTAM/CEPHALOSPORIN
blaGES,class A beta-lactamase GES-56,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-57,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-58,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-59,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-5,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-60,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-61,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-62,BETA-LACTAM,CEPHALOSPORIN
blaGES,class A beta-lactamase GES-65,BETA-LACTAM,CEPHALOSPORIN
blaGES,carbapenem-hydrolyzing class A beta-lactamase GES-66,BETA-LACTAM,CARBAPENEM
blaGES,class A beta-lactamase GES-67,BETA-LACTAM,CEPHALOSPORIN
blaGES,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase GES-6,BETA-LACTAM,CARBAPENEM
blaGES,extended-spectrum class A beta-lactamase GES-7,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-8,BETA-LACTAM,CEPHALOSPORIN
blaGES,extended-spectrum class A beta-lactamase GES-9,BETA-LACTAM,CEPHALOSPORIN
blaGIL,broad-spectrum class A beta-lactamase GIL-1,BETA-LACTAM,BETA-LACTAM
blaGIM,subclass B1 metallo-beta-lactamase GIM-1,BETA-LACTAM,CARBAPENEM
blaGIM,subclass B1 metallo-beta-lactamase GIM-2,BETA-LACTAM,CARBAPENEM
blaGIM,subclass B1 metallo-beta-lactamase GIM-3,BETA-LACTAM,CARBAPENEM
blaGMA,GMA family class A beta-lactamase GMA-1,BETA-LACTAM,BETA-LACTAM
blaGMA,GMA family class A beta-lactamase GMA-2,BETA-LACTAM,BETA-LACTAM
blaGMB,subclass B1 metallo-beta-lactamase GMB-1,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-10,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-11,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-12,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-13,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-14,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-15,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-16,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-17,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-18,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-19,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-1,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-20,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-21,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-22,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-23,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-24,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-25,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-26,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-27,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-28,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-29,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-30,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-31,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-32,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-33,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-34,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-35,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-36,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-37,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-38,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-39,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-3,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-40,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-41,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-42,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-43,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-44,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-45,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-46,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-47,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-48,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-49,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-4,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-50,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-51,BETA-LACTAM,CARBAPENEM
blaGOB,subclass B3 metallo-beta-lactamase GOB-52,BETA-LACTAM,CARBAPENEM
