BioSample	Isolate	Organism group	amikacin	amoxicillin	amoxicillin-clavulanic acid	amphotericin B	ampicillin	ampicillin-sulbactam	anidulafungin	apramycin	avilamycin	azithromycin	aztreonam	benzylpenicillin	capreomycin	carbenicillin	caspofungin	cefaclor	cefalexin	cefalotin	cefamandole	cefazolin	cefepime	cefiderocol	cefixime	cefmetazole	cefotaxime	cefotaxime-clavulanic acid	cefotetan	cefovecin	cefoxitin	cefpodoxime	ceftaroline	ceftazidime	ceftazidime-avibactam	ceftazidime-clavulanic acid	ceftiofur	ceftolozane-tazobactam	ceftriaxone	cefuroxime	cephalexin	cephalothin	chloramphenicol	chlortetracycline	ciprofloxacin	clarithromycin	clindamycin	colistin	cycloserine	danofloxacin	daptomycin	delafloxacin	dicloxacillin	doripenem	doxycycline	enrofloxacin	ertapenem	erythromycin	ethambutol	ethionamide	fidaxomicin	florfenicol	fluconazole	flucytosine	fosfomycin	fusidic acid	gentamicin	imipenem	imipenem-relebactam	isavuconazole	isoniazid	itraconazole	kanamycin	levofloxacin	linezolid	meropenem	meropenem-vaborbactam	metronidazole	micafungin	minocycline	moxifloxacin	mupirocin	nalidixic acid	neomycin	netilmicin	nitrofurantoin	norfloxacin	ofloxacin	oxacillin	oxytetracycline	pefloxacin	penicillin	piperacillin	piperacillin-tazobactam	polymyxin B	posaconazole	pyrazinamide	quinupristin	quinupristin-dalfopristin	rifampin	spectinomycin	streptomycin	sulfamethoxazole	sulfisoxazole	synercid	teicoplanin	telithromycin	tetracycline	ticarcillin	tigecycline	tobramycin	trimethoprim	trimethoprim-sulfamethoxazole	vancomycin	voriconazole	zoliflodacin
SAMN02141986	PDT000016122.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141987	PDT000016143.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141988	PDT000015912.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141989	PDT000015909.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141990	PDT000015914.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141991	PDT000016132.2	Klebsiella pneumoniae	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141992	PDT000016133.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141993	PDT000016134.3	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141994	PDT000016135.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141995	PDT000016136.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02141996	PDT000016139.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142000	PDT000015904.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142001	PDT000016141.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	intermediate	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142015	PDT000016137.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142016	PDT000016145.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142017	PDT000015889.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142018	PDT000016140.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142019	PDT000016144.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	susceptible	intermediate	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142019	PDT000033772.1	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	susceptible	intermediate	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142020	PDT000016142.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142021	PDT000015900.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	intermediate	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142022	PDT000015898.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142023	PDT000015907.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142026	PDT000015891.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	resistant	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142027	PDT000015892.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	intermediate	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142028	PDT000016117.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142029	PDT000015893.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142041	PDT000016123.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142042	PDT000016124.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142043	PDT000016125.2	Klebsiella pneumoniae	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142044	PDT000016127.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	intermediate	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142047	PDT000016128.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMN02142048	PDT000016146.2	Klebsiella pneumoniae	intermediate	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	susceptible	NA	NA	NA	NA	NA	resistant	susceptible	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	susceptible	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
